cap_shape,cap_color,bruises,odor,gill_spacing,gill_color,stalk_shape,habitat,age_in_days,class
bell,red,no,foul,close,gray,tapering,grasses,9,edible
knobbed,yellow,yes,none,distant,buff,enlarging,paths,10,poisonous
knobbed,brown,yes,almond,crowded,black,enlarging,meadows,8,edible
bell,yellow,yes,none,crowded,gray,tapering,paths,8,poisonous
sunken,red,yes,pungent,close,gray,enlarging,urban,2,edible
knobbed,gray,yes,foul,distant,gray,enlarging,woods,9,poisonous
flat,yellow,no,almond,distant,gray,tapering,meadows,10,poisonous
flat,white,no,fishy,close,black,tapering,paths,13,edible
sunken,brown,yes,almond,distant,buff,enlarging,paths,1,edible
sunken,white,yes,none,distant,chocolate,enlarging,woods,2,edible
bell,yellow,no,foul,crowded,buff,tapering,meadows,1,poisonous
flat,red,no,none,close,buff,enlarging,meadows,6,poisonous
bell,brown,no,foul,distant,black,tapering,meadows,10,edible
knobbed,yellow,yes,none,crowded,gray,enlarging,paths,2,edible
bell,brown,no,none,close,buff,enlarging,woods,13,poisonous
bell,yellow,yes,pungent,crowded,buff,tapering,urban,15,poisonous
flat,red,yes,none,distant,black,enlarging,grasses,8,edible
sunken,white,no,foul,crowded,buff,enlarging,meadows,4,poisonous
bell,white,no,none,crowded,chocolate,tapering,woods,11,poisonous
sunken,brown,yes,fishy,distant,buff,tapering,grasses,2,edible
flat,brown,no,foul,close,buff,tapering,urban,1,edible
conical,yellow,no,almond,close,chocolate,tapering,woods,5,poisonous
knobbed,yellow,no,pungent,crowded,black,tapering,woods,13,edible
knobbed,brown,yes,fishy,close,black,enlarging,paths,8,poisonous
flat,gray,yes,pungent,distant,gray,enlarging,paths,12,edible
sunken,white,yes,foul,close,brown,tapering,urban,10,edible
conical,yellow,yes,almond,distant,brown,enlarging,urban,11,edible
flat,red,yes,pungent,distant,buff,tapering,meadows,9,edible
bell,yellow,no,almond,crowded,buff,tapering,urban,6,poisonous
flat,brown,yes,none,crowded,buff,tapering,urban,5,edible
sunken,gray,no,almond,crowded,black,tapering,urban,12,edible
knobbed,brown,no,foul,crowded,buff,enlarging,woods,10,poisonous
flat,white,no,almond,close,black,tapering,woods,8,edible
knobbed,red,yes,fishy,crowded,gray,enlarging,grasses,13,edible
flat,yellow,no,pungent,distant,brown,enlarging,grasses,11,poisonous
conical,red,yes,none,crowded,brown,enlarging,paths,3,poisonous
knobbed,white,yes,almond,close,black,tapering,paths,3,poisonous
conical,brown,no,none,crowded,gray,tapering,meadows,10,edible
flat,white,no,fishy,crowded,gray,tapering,urban,10,poisonous
flat,white,yes,fishy,close,gray,enlarging,paths,6,edible
sunken,white,yes,almond,close,chocolate,tapering,woods,9,edible
bell,brown,yes,fishy,close,black,tapering,urban,7,poisonous
bell,brown,yes,almond,distant,chocolate,tapering,meadows,5,edible
bell,white,no,foul,distant,chocolate,enlarging,paths,3,edible
knobbed,brown,no,none,crowded,gray,enlarging,grasses,15,edible
conical,yellow,yes,pungent,close,brown,enlarging,woods,12,poisonous
sunken,white,no,almond,crowded,black,enlarging,urban,2,poisonous
bell,red,no,almond,close,gray,tapering,urban,15,edible
sunken,gray,yes,fishy,close,brown,enlarging,grasses,9,poisonous
flat,brown,yes,pungent,close,gray,tapering,urban,3,edible
conical,yellow,no,none,crowded,chocolate,enlarging,paths,12,poisonous
knobbed,white,yes,none,close,gray,tapering,woods,12,poisonous
bell,red,no,none,close,buff,enlarging,urban,15,poisonous
conical,gray,no,almond,crowded,buff,enlarging,meadows,2,edible
flat,gray,no,fishy,distant,buff,enlarging,meadows,9,poisonous
knobbed,gray,yes,foul,distant,chocolate,enlarging,meadows,11,poisonous
knobbed,yellow,no,foul,crowded,gray,enlarging,paths,4,edible
bell,yellow,no,almond,distant,buff,tapering,paths,13,poisonous
sunken,yellow,yes,pungent,crowded,chocolate,tapering,meadows,14,edible
sunken,yellow,yes,pungent,crowded,gray,enlarging,paths,2,edible
conical,red,yes,none,close,black,tapering,paths,8,poisonous
flat,red,yes,none,crowded,gray,enlarging,paths,10,edible
flat,red,no,fishy,close,gray,enlarging,woods,13,poisonous
flat,red,yes,almond,crowded,buff,tapering,meadows,2,poisonous
knobbed,red,no,foul,crowded,black,tapering,meadows,15,edible
sunken,brown,no,foul,crowded,brown,tapering,grasses,13,edible
knobbed,brown,yes,none,distant,black,tapering,woods,5,poisonous
conical,gray,no,pungent,close,buff,enlarging,meadows,9,poisonous
bell,gray,yes,none,distant,chocolate,enlarging,grasses,6,poisonous
knobbed,gray,yes,foul,distant,brown,tapering,grasses,7,poisonous
knobbed,yellow,no,foul,distant,gray,tapering,meadows,6,edible
conical,gray,yes,almond,close,gray,tapering,paths,10,edible
flat,gray,yes,foul,close,gray,tapering,meadows,12,edible
bell,red,no,almond,crowded,gray,enlarging,meadows,12,edible
knobbed,yellow,yes,none,close,brown,enlarging,woods,9,edible
conical,yellow,no,almond,crowded,gray,tapering,paths,15,edible
knobbed,gray,no,none,crowded,brown,enlarging,meadows,2,poisonous
sunken,brown,yes,fishy,close,buff,enlarging,urban,6,edible
sunken,white,yes,pungent,distant,brown,enlarging,meadows,15,edible
conical,brown,yes,none,crowded,gray,enlarging,paths,6,poisonous
conical,gray,yes,pungent,close,black,tapering,woods,4,poisonous
conical,yellow,yes,foul,crowded,gray,tapering,paths,10,edible
knobbed,brown,no,none,close,black,enlarging,meadows,12,poisonous
knobbed,white,no,foul,close,brown,enlarging,urban,15,poisonous
sunken,white,yes,almond,close,brown,tapering,paths,10,edible
sunken,white,no,pungent,crowded,brown,tapering,meadows,1,edible
knobbed,brown,yes,foul,close,black,enlarging,urban,15,edible
conical,brown,yes,none,crowded,brown,tapering,paths,13,poisonous
flat,yellow,no,none,distant,buff,enlarging,meadows,11,edible
bell,white,no,almond,crowded,brown,tapering,meadows,13,poisonous
bell,yellow,yes,pungent,crowded,buff,enlarging,meadows,12,poisonous
sunken,white,no,fishy,crowded,buff,tapering,woods,14,edible
knobbed,yellow,yes,foul,distant,black,tapering,paths,11,edible
flat,brown,yes,pungent,close,black,tapering,woods,9,edible
bell,red,no,foul,crowded,gray,enlarging,urban,12,edible
sunken,brown,no,foul,close,gray,tapering,meadows,4,edible
conical,yellow,yes,almond,close,brown,enlarging,woods,9,edible
knobbed,white,yes,almond,crowded,black,tapering,meadows,11,poisonous
bell,red,yes,almond,crowded,chocolate,enlarging,woods,12,edible
bell,yellow,no,fishy,distant,buff,tapering,woods,9,poisonous
flat,brown,yes,none,close,chocolate,enlarging,paths,3,poisonous
conical,gray,no,none,crowded,chocolate,enlarging,meadows,13,poisonous
flat,gray,yes,almond,close,chocolate,enlarging,meadows,6,poisonous
knobbed,yellow,yes,foul,crowded,buff,tapering,paths,3,poisonous
bell,yellow,no,pungent,crowded,buff,tapering,grasses,8,poisonous
sunken,yellow,yes,foul,distant,chocolate,enlarging,grasses,13,edible
conical,brown,yes,pungent,crowded,chocolate,tapering,grasses,8,poisonous
flat,red,no,none,crowded,gray,enlarging,paths,12,edible
sunken,yellow,no,none,close,gray,tapering,grasses,10,poisonous
conical,brown,no,fishy,close,buff,tapering,grasses,1,edible
sunken,white,no,none,close,gray,tapering,meadows,10,edible
bell,yellow,yes,none,distant,gray,tapering,urban,6,edible
flat,yellow,no,almond,distant,brown,tapering,paths,10,poisonous
bell,gray,no,none,crowded,brown,enlarging,meadows,8,poisonous
flat,brown,yes,pungent,close,buff,tapering,grasses,6,poisonous
knobbed,yellow,no,almond,crowded,black,tapering,woods,11,poisonous
bell,gray,yes,fishy,distant,brown,tapering,meadows,5,poisonous
flat,white,no,none,distant,brown,tapering,meadows,1,poisonous
flat,gray,no,pungent,distant,chocolate,tapering,meadows,13,edible
bell,white,no,fishy,crowded,gray,enlarging,paths,12,poisonous
conical,red,no,none,close,gray,tapering,woods,6,poisonous
flat,red,no,none,distant,black,enlarging,meadows,6,poisonous
flat,gray,yes,foul,close,gray,enlarging,woods,3,poisonous
bell,red,yes,pungent,distant,gray,tapering,woods,5,poisonous
sunken,red,yes,fishy,distant,brown,tapering,urban,5,poisonous
conical,brown,yes,none,crowded,brown,tapering,woods,14,edible
bell,red,no,none,close,buff,enlarging,woods,13,poisonous
bell,yellow,no,none,distant,brown,tapering,urban,10,edible
conical,white,no,none,close,black,tapering,urban,11,poisonous
flat,gray,yes,pungent,crowded,brown,tapering,grasses,6,edible
sunken,yellow,no,pungent,crowded,brown,enlarging,meadows,2,edible
conical,white,yes,pungent,crowded,brown,tapering,meadows,6,edible
bell,red,no,pungent,crowded,chocolate,tapering,meadows,9,edible
flat,brown,no,pungent,close,chocolate,enlarging,urban,3,poisonous
sunken,white,no,fishy,close,chocolate,tapering,woods,8,poisonous
knobbed,white,yes,pungent,crowded,brown,enlarging,meadows,2,edible
sunken,white,no,none,close,brown,enlarging,woods,2,poisonous
bell,brown,yes,almond,distant,chocolate,tapering,grasses,1,poisonous
bell,gray,yes,fishy,distant,chocolate,tapering,grasses,3,edible
knobbed,gray,no,none,distant,brown,tapering,woods,11,poisonous
conical,brown,no,fishy,crowded,brown,enlarging,grasses,4,poisonous
bell,yellow,no,foul,crowded,brown,tapering,meadows,10,poisonous
conical,red,yes,foul,crowded,gray,enlarging,woods,15,edible
flat,yellow,no,fishy,crowded,chocolate,enlarging,woods,11,edible
knobbed,gray,no,pungent,distant,buff,tapering,meadows,7,poisonous
conical,yellow,yes,foul,close,black,enlarging,meadows,7,poisonous
sunken,yellow,yes,almond,crowded,chocolate,enlarging,paths,11,poisonous
sunken,gray,no,foul,close,brown,tapering,urban,3,poisonous
flat,brown,no,pungent,distant,black,enlarging,meadows,11,poisonous
conical,red,yes,pungent,crowded,gray,tapering,meadows,4,poisonous
sunken,brown,no,none,close,gray,enlarging,paths,2,edible
conical,gray,no,pungent,close,brown,tapering,urban,8,poisonous
knobbed,brown,yes,none,crowded,black,enlarging,urban,15,poisonous
knobbed,yellow,no,none,crowded,black,tapering,urban,11,poisonous
sunken,yellow,yes,foul,crowded,buff,tapering,meadows,7,edible
conical,red,no,fishy,crowded,black,tapering,meadows,13,edible
sunken,yellow,yes,fishy,distant,buff,enlarging,grasses,6,edible
bell,gray,no,foul,distant,gray,enlarging,paths,12,poisonous
conical,yellow,yes,none,crowded,buff,enlarging,meadows,1,edible
sunken,red,yes,none,crowded,black,tapering,grasses,6,poisonous
sunken,red,no,fishy,distant,chocolate,enlarging,paths,8,poisonous
conical,yellow,yes,foul,crowded,black,tapering,urban,8,edible
flat,white,no,pungent,crowded,brown,enlarging,meadows,7,edible
flat,brown,yes,foul,distant,black,enlarging,paths,15,poisonous
conical,yellow,yes,pungent,crowded,chocolate,enlarging,paths,3,edible
conical,yellow,no,foul,crowded,black,enlarging,urban,9,poisonous
flat,yellow,yes,fishy,close,buff,tapering,meadows,5,poisonous
sunken,red,no,fishy,close,buff,enlarging,meadows,8,edible
conical,white,yes,foul,crowded,gray,tapering,grasses,14,edible
knobbed,brown,no,foul,close,buff,tapering,woods,13,edible
sunken,white,no,almond,distant,chocolate,enlarging,urban,7,poisonous
bell,red,yes,pungent,crowded,brown,enlarging,grasses,11,poisonous
conical,gray,no,fishy,close,chocolate,enlarging,paths,7,poisonous
bell,red,yes,pungent,close,buff,tapering,grasses,13,poisonous
conical,yellow,no,pungent,crowded,chocolate,enlarging,meadows,4,edible
knobbed,red,yes,foul,crowded,buff,tapering,grasses,14,poisonous
sunken,brown,yes,none,crowded,brown,tapering,woods,5,poisonous
sunken,yellow,yes,none,close,chocolate,tapering,meadows,12,poisonous
knobbed,gray,yes,pungent,close,chocolate,enlarging,urban,5,edible
conical,red,no,fishy,distant,buff,enlarging,meadows,9,poisonous
flat,gray,yes,none,crowded,black,tapering,meadows,5,poisonous
sunken,gray,no,none,distant,buff,enlarging,meadows,8,edible
sunken,gray,no,fishy,distant,black,tapering,grasses,4,poisonous
bell,brown,yes,almond,distant,black,enlarging,urban,6,edible
knobbed,white,yes,none,close,gray,tapering,woods,6,poisonous
conical,white,no,none,distant,chocolate,tapering,grasses,9,poisonous
knobbed,yellow,yes,none,close,buff,enlarging,urban,15,edible
flat,white,yes,pungent,distant,black,tapering,urban,5,edible
conical,red,no,fishy,close,brown,tapering,grasses,1,edible
conical,red,no,fishy,distant,chocolate,tapering,grasses,4,edible
knobbed,red,yes,foul,distant,chocolate,tapering,paths,5,edible
conical,brown,yes,pungent,close,buff,tapering,grasses,6,edible
sunken,gray,yes,pungent,close,gray,enlarging,meadows,8,poisonous
sunken,red,yes,almond,close,buff,enlarging,urban,6,edible
conical,white,yes,pungent,distant,black,enlarging,woods,4,edible
knobbed,white,no,almond,distant,chocolate,tapering,woods,4,edible
flat,red,yes,none,crowded,black,enlarging,meadows,2,edible
sunken,yellow,no,almond,crowded,gray,tapering,meadows,12,edible
knobbed,gray,no,none,distant,gray,tapering,urban,14,poisonous
bell,brown,no,foul,crowded,gray,tapering,woods,7,edible
bell,white,no,almond,crowded,gray,tapering,grasses,1,edible
conical,yellow,yes,foul,distant,buff,tapering,urban,11,edible
knobbed,gray,yes,fishy,close,gray,tapering,paths,1,poisonous
conical,yellow,no,none,crowded,gray,enlarging,grasses,14,poisonous
knobbed,gray,yes,fishy,distant,gray,tapering,grasses,14,poisonous
sunken,yellow,yes,almond,crowded,gray,enlarging,meadows,7,poisonous
conical,brown,no,pungent,close,buff,enlarging,grasses,10,poisonous
knobbed,yellow,yes,foul,close,gray,tapering,woods,5,edible
conical,brown,yes,foul,distant,chocolate,tapering,meadows,6,poisonous
flat,gray,yes,pungent,crowded,chocolate,enlarging,woods,6,edible
flat,white,yes,none,crowded,black,tapering,paths,11,poisonous
knobbed,yellow,no,foul,close,brown,tapering,woods,4,edible
flat,white,no,foul,crowded,black,tapering,meadows,3,edible
sunken,red,yes,pungent,distant,buff,enlarging,paths,4,edible
conical,red,no,none,crowded,buff,tapering,paths,13,edible
bell,white,yes,fishy,close,brown,tapering,meadows,1,edible
flat,white,no,almond,crowded,brown,tapering,urban,10,edible
flat,yellow,no,pungent,distant,brown,enlarging,urban,11,edible
knobbed,white,no,pungent,distant,buff,enlarging,paths,5,poisonous
knobbed,red,no,pungent,close,buff,enlarging,meadows,7,edible
sunken,red,no,none,distant,black,tapering,paths,6,edible
bell,gray,no,almond,crowded,chocolate,tapering,grasses,6,edible
conical,gray,no,fishy,close,brown,enlarging,meadows,8,edible
conical,gray,no,foul,crowded,chocolate,enlarging,paths,1,poisonous
flat,brown,yes,fishy,distant,buff,enlarging,grasses,12,poisonous
bell,white,yes,pungent,distant,black,enlarging,grasses,12,poisonous
sunken,yellow,no,foul,crowded,black,enlarging,grasses,13,edible
sunken,red,no,almond,distant,chocolate,tapering,meadows,12,edible
sunken,gray,yes,none,close,chocolate,enlarging,urban,7,edible
sunken,gray,yes,foul,close,chocolate,tapering,meadows,7,poisonous
knobbed,white,no,none,crowded,brown,enlarging,woods,4,edible
sunken,gray,no,fishy,distant,gray,tapering,grasses,4,edible
bell,yellow,yes,fishy,distant,black,enlarging,urban,14,edible
sunken,white,no,pungent,crowded,gray,tapering,woods,15,poisonous
sunken,yellow,yes,none,crowded,gray,enlarging,urban,12,poisonous
bell,red,yes,foul,distant,black,tapering,woods,12,edible
bell,white,yes,almond,crowded,buff,tapering,woods,12,edible
flat,white,no,none,distant,chocolate,enlarging,grasses,13,poisonous
bell,brown,yes,fishy,close,brown,enlarging,meadows,6,poisonous
conical,white,no,none,distant,chocolate,tapering,meadows,7,poisonous
flat,gray,no,fishy,distant,buff,tapering,woods,15,edible
knobbed,red,yes,almond,crowded,black,enlarging,meadows,10,edible
flat,brown,no,foul,close,brown,enlarging,grasses,8,edible
conical,brown,no,fishy,crowded,chocolate,enlarging,urban,2,poisonous
flat,white,yes,fishy,distant,chocolate,enlarging,urban,3,edible
flat,red,no,almond,close,brown,tapering,woods,9,edible
bell,brown,no,pungent,close,buff,tapering,paths,15,edible
conical,gray,no,pungent,crowded,brown,enlarging,urban,7,edible
conical,yellow,no,fishy,crowded,chocolate,tapering,paths,5,edible
conical,red,yes,pungent,close,brown,tapering,woods,3,poisonous
sunken,white,no,foul,distant,black,enlarging,urban,5,poisonous
sunken,white,no,fishy,crowded,chocolate,enlarging,meadows,1,edible
sunken,gray,no,fishy,crowded,black,tapering,grasses,12,edible
knobbed,white,yes,fishy,distant,brown,tapering,grasses,6,poisonous
knobbed,brown,no,none,distant,gray,enlarging,grasses,8,edible
flat,gray,yes,none,crowded,buff,enlarging,grasses,11,poisonous
knobbed,brown,yes,pungent,crowded,gray,enlarging,meadows,12,poisonous
sunken,white,yes,foul,crowded,black,tapering,urban,4,poisonous
flat,white,yes,pungent,distant,black,tapering,urban,4,edible
conical,white,yes,foul,crowded,chocolate,enlarging,woods,9,edible
bell,yellow,yes,pungent,crowded,black,enlarging,urban,1,poisonous
flat,red,no,almond,crowded,black,tapering,paths,15,poisonous
sunken,red,yes,almond,close,black,enlarging,paths,10,edible
sunken,white,yes,foul,close,buff,enlarging,grasses,9,poisonous
conical,yellow,no,foul,close,chocolate,enlarging,grasses,6,edible
sunken,gray,no,pungent,distant,buff,tapering,urban,13,edible
conical,white,no,foul,distant,chocolate,enlarging,paths,11,edible
flat,gray,yes,pungent,distant,buff,tapering,urban,7,poisonous
bell,brown,no,foul,distant,brown,enlarging,urban,3,poisonous
knobbed,gray,no,fishy,distant,black,tapering,woods,9,poisonous
sunken,brown,no,fishy,close,brown,tapering,woods,2,edible
sunken,white,no,pungent,close,brown,tapering,paths,6,poisonous
sunken,yellow,no,almond,close,brown,tapering,grasses,14,poisonous
flat,yellow,no,fishy,distant,brown,enlarging,paths,4,poisonous
flat,yellow,yes,almond,close,buff,enlarging,woods,14,edible
knobbed,red,yes,fishy,crowded,buff,enlarging,urban,8,edible
bell,brown,yes,pungent,crowded,brown,enlarging,woods,4,edible
conical,yellow,yes,none,distant,black,enlarging,paths,11,poisonous
knobbed,brown,no,pungent,distant,brown,enlarging,urban,8,poisonous
conical,white,no,foul,distant,black,enlarging,woods,9,edible
knobbed,yellow,no,fishy,crowded,black,tapering,meadows,13,poisonous
flat,yellow,no,pungent,close,chocolate,tapering,paths,3,poisonous
